powder,media,plating,test,mean_count,mean_spread_percent,mean_count_wNA,SPR,SPRs,temp_media,mean_count2,log_mean_count,log_mean_count_wNA,mean_spread_percent_wNA,SPRs_wNA,SPR_wNA
E,TSAwS,SpreadwOverlay,SP.MSC,400,0,400,no,none,SpreadwOverlay,400,2.602059991,2.602059991,0,none,no
E,TSAwS,SpreadwOverlay,SP.TSC,260,37.5,260,yes,yes,SpreadwOverlay,260,2.414973348,2.414973348,37.5,yes,yes
E,TSAwS,SpreadwOverlay,STSE,0,0,0,no,none,SpreadwOverlay,10,1,1,0,none,no
F,BHI,Pour,HHR.TSC,8000,0,8000,no,none,Pour,8000,3.903089987,3.903089987,0,none,no
F,BHI,Pour,SP.MSC,90,0,90,no,none,Pour,90,1.954242509,1.954242509,0,none,no
F,BHI,Pour,SP.TSC,14000,0,14000,no,none,Pour,14000,4.146128036,4.146128036,0,none,no
F,BHI,Pour,STSE,4070,0,4070,no,none,Pour,4070,3.609594409,3.609594409,0,none,no
F,BHI,Spread,HHR.TSC,1800,0,1800,no,none,Spread,1800,3.255272505,3.255272505,0,none,no
F,BHI,Spread,SP.MSC,120,5,120,no,no,Spread,120,2.079181246,2.079181246,5,no,no
F,BHI,Spread,SP.TSC,12000,0,12000,no,none,Spread,12000,4.079181246,4.079181246,0,none,no
F,BHI,Spread,STSE,500,0,500,no,none,Spread,500,2.698970004,2.698970004,0,none,no
F,BHI,SpreadwOverlay,HHR.TSC,7820,0,7820,no,none,SpreadwOverlay,7820,3.893206753,3.893206753,0,none,no
F,BHI,SpreadwOverlay,SP.MSC,160,0,160,no,none,SpreadwOverlay,160,2.204119983,2.204119983,0,none,no
F,BHI,SpreadwOverlay,SP.TSC,6400,0,6400,no,none,SpreadwOverlay,6400,3.806179974,3.806179974,0,none,no
F,BHI,SpreadwOverlay,STSE,1420,0,1420,no,none,SpreadwOverlay,1420,3.152288344,3.152288344,0,none,no
F,PCMA,Pour,HHR.TSC,22000,0,22000,no,none,Pour,22000,4.342422681,4.342422681,0,none,no
F,PCMA,Pour,SP.MSC,50,0,50,no,none,Pour,50,1.698970004,1.698970004,0,none,no
F,PCMA,Pour,SP.TSC,39000,0,39000,no,none,Pour,39000,4.591064607,4.591064607,0,none,no
F,PCMA,Pour,STSE,5600,0,5600,no,none,Pour,5600,3.748188027,3.748188027,0,none,no
F,PCMA,Spread,HHR.TSC,2620,0,2620,no,none,Spread,2620,3.418301291,3.418301291,0,none,no
F,PCMA,Spread,SP.MSC,20,50,20,yes,yes,Spread,20,1.301029996,1.301029996,50,yes,yes
F,PCMA,Spread,SP.TSC,2560,12.5,2560,no,no,Spread,2560,3.408239965,3.408239965,12.5,no,no
F,PCMA,Spread,STSE,2500,0,2500,no,none,Spread,2500,3.397940009,3.397940009,0,none,no
F,PCMA,SpreadwOverlay,HHR.TSC,3820,0,3820,no,none,SpreadwOverlay,3820,3.582063363,3.582063363,0,none,no
F,PCMA,SpreadwOverlay,SP.MSC,20,0,20,no,none,SpreadwOverlay,20,1.301029996,1.301029996,0,none,no
F,PCMA,SpreadwOverlay,SP.TSC,4520,15,4520,no,no,SpreadwOverlay,4520,3.655138435,3.655138435,15,no,no
F,PCMA,SpreadwOverlay,STSE,2180,0,2180,no,none,SpreadwOverlay,2180,3.338456494,3.338456494,0,none,no
F,SMA,Pour,HHR.TSC,6530,0,6530,no,none,Pour,6530,3.814913181,3.814913181,0,none,no
F,SMA,Pour,SP.MSC,60,0,60,no,none,Pour,60,1.77815125,1.77815125,0,none,no
F,SMA,Pour,SP.TSC,5000,0,5000,no,none,Pour,5000,3.698970004,3.698970004,0,none,no
F,SMA,Pour,STSE,2300,0,2300,no,none,Pour,2300,3.361727836,3.361727836,0,none,no
F,SMA,Spread,HHR.TSC,3840,0,3840,no,none,Spread,3840,3.584331224,3.584331224,0,none,no
F,SMA,Spread,SP.MSC,40,0,40,no,none,Spread,40,1.602059991,1.602059991,0,none,no
F,SMA,Spread,SP.TSC,3520,10,3520,no,no,Spread,3520,3.546542663,3.546542663,10,no,no
F,SMA,Spread,STSE,1700,0,1700,no,none,Spread,1700,3.230448921,3.230448921,0,none,no
F,SMA,SpreadwOverlay,HHR.TSC,5440,0,5440,no,none,SpreadwOverlay,5440,3.7355989,3.7355989,0,none,no
F,SMA,SpreadwOverlay,SP.MSC,80,0,80,no,none,SpreadwOverlay,80,1.903089987,1.903089987,0,none,no
F,SMA,SpreadwOverlay,SP.TSC,7160,0,7160,no,none,SpreadwOverlay,7160,3.854913022,3.854913022,0,none,no
F,SMA,SpreadwOverlay,STSE,1580,0,1580,no,none,SpreadwOverlay,1580,3.198657087,3.198657087,0,none,no
F,TSAwS,Pour,HHR.TSC,8000,0,8000,no,none,Pour,8000,3.903089987,3.903089987,0,none,no
F,TSAwS,Pour,SP.MSC,170,0,170,no,none,Pour,170,2.230448921,2.230448921,0,none,no
F,TSAwS,Pour,SP.TSC,13000,0,13000,no,none,Pour,13000,4.113943352,4.113943352,0,none,no
F,TSAwS,Pour,STSE,1800,0,1800,no,none,Pour,1800,3.255272505,3.255272505,0,none,no
F,TSAwS,Spread,HHR.TSC,4960,0,4960,no,none,Spread,4960,3.695481676,3.695481676,0,none,no
F,TSAwS,Spread,SP.MSC,100,0,100,no,none,Spread,100,2,2,0,none,no
F,TSAwS,Spread,SP.TSC,1680,0,1680,no,none,Spread,1680,3.225309282,3.225309282,0,none,no
F,TSAwS,Spread,STSE,660,0,660,no,none,Spread,660,2.819543936,2.819543936,0,none,no
F,TSAwS,SpreadwOverlay,HHR.TSC,4220,0,4220,no,none,SpreadwOverlay,4220,3.625312451,3.625312451,0,none,no
F,TSAwS,SpreadwOverlay,SP.MSC,160,0,160,no,none,SpreadwOverlay,160,2.204119983,2.204119983,0,none,no
F,TSAwS,SpreadwOverlay,SP.TSC,2900,10,2900,no,no,SpreadwOverlay,2900,3.462397998,3.462397998,10,no,no
F,TSAwS,SpreadwOverlay,STSE,3540,0,3540,no,none,SpreadwOverlay,3540,3.549003262,3.549003262,0,none,no
G,BHI,Pour,HHR.TSC,1740,0,1740,no,none,Pour,1740,3.240549248,3.240549248,0,none,no
G,BHI,Pour,SP.MSC,420,0,420,no,none,Pour,420,2.62324929,2.62324929,0,none,no
G,BHI,Pour,SP.TSC,5000,0,5000,no,none,Pour,5000,3.698970004,3.698970004,0,none,no
G,BHI,Pour,STSE,380,0,380,no,none,Pour,380,2.579783597,2.579783597,0,none,no
G,BHI,Spread,HHR.TSC,20,0,20,no,none,Spread,20,1.301029996,1.301029996,0,none,no
G,BHI,Spread,SP.MSC,340,7.5,340,no,no,Spread,340,2.531478917,2.531478917,7.5,no,no
G,BHI,Spread,SP.TSC,600,20,600,no,no,Spread,600,2.77815125,2.77815125,20,no,no
G,BHI,Spread,STSE,0,0,0,no,none,Spread,10,1,1,0,none,no
G,BHI,SpreadwOverlay,HHR.TSC,20,0,20,no,none,SpreadwOverlay,20,1.301029996,1.301029996,0,none,no
G,BHI,SpreadwOverlay,SP.MSC,460,0,460,no,none,SpreadwOverlay,460,2.662757832,2.662757832,0,none,no
G,BHI,SpreadwOverlay,SP.TSC,2780,0,2780,no,none,SpreadwOverlay,2780,3.444044796,3.444044796,0,none,no
G,BHI,SpreadwOverlay,STSE,0,0,0,no,none,SpreadwOverlay,10,1,1,0,none,no
G,PCMA,Pour,HHR.TSC,3390,0,3390,no,none,Pour,3390,3.530199698,3.530199698,0,none,no
G,PCMA,Pour,SP.MSC,200,0,200,no,none,Pour,200,2.301029996,2.301029996,0,none,no
G,PCMA,Pour,SP.TSC,56000,0,56000,no,none,Pour,56000,4.748188027,4.748188027,0,none,no
G,PCMA,Pour,STSE,730,0,730,no,none,Pour,730,2.86332286,2.86332286,0,none,no
G,PCMA,Spread,HHR.TSC,1320,0,1320,no,none,Spread,1320,3.120573931,3.120573931,0,none,no
G,PCMA,Spread,SP.MSC,140,0,140,no,none,Spread,140,2.146128036,2.146128036,0,none,no
G,PCMA,Spread,SP.TSC,58000,0,58000,no,none,Spread,58000,4.763427994,4.763427994,0,none,no
G,PCMA,Spread,STSE,120,0,120,no,none,Spread,120,2.079181246,2.079181246,0,none,no
G,PCMA,SpreadwOverlay,HHR.TSC,960,0,960,no,none,SpreadwOverlay,960,2.982271233,2.982271233,0,none,no
G,PCMA,SpreadwOverlay,SP.MSC,60,0,60,no,none,SpreadwOverlay,60,1.77815125,1.77815125,0,none,no
G,PCMA,SpreadwOverlay,SP.TSC,34000,0,34000,no,none,SpreadwOverlay,34000,4.531478917,4.531478917,0,none,no
G,PCMA,SpreadwOverlay,STSE,60,0,60,no,none,SpreadwOverlay,60,1.77815125,1.77815125,0,none,no
G,SMA,Pour,HHR.TSC,1700,0,1700,no,none,Pour,1700,3.230448921,3.230448921,0,none,no
G,SMA,Pour,SP.MSC,200,0,200,no,none,Pour,200,2.301029996,2.301029996,0,none,no
G,SMA,Pour,SP.TSC,41000,0,41000,no,none,Pour,41000,4.612783857,4.612783857,0,none,no
G,SMA,Pour,STSE,110,0,110,no,none,Pour,110,2.041392685,2.041392685,0,none,no
G,SMA,Spread,HHR.TSC,1020,0,1020,no,none,Spread,1020,3.008600172,3.008600172,0,none,no
G,SMA,Spread,SP.MSC,80,0,80,no,none,Spread,80,1.903089987,1.903089987,0,none,no
G,SMA,Spread,SP.TSC,14000,0,14000,no,none,Spread,14000,4.146128036,4.146128036,0,none,no
G,SMA,Spread,STSE,60,0,60,no,none,Spread,60,1.77815125,1.77815125,0,none,no
G,SMA,SpreadwOverlay,HHR.TSC,2920,0,2920,no,none,SpreadwOverlay,2920,3.465382851,3.465382851,0,none,no
G,SMA,SpreadwOverlay,SP.MSC,100,0,100,no,none,SpreadwOverlay,100,2,2,0,none,no
G,SMA,SpreadwOverlay,SP.TSC,20000,0,20000,no,none,SpreadwOverlay,20000,4.301029996,4.301029996,0,none,no
G,SMA,SpreadwOverlay,STSE,60,0,60,no,none,SpreadwOverlay,60,1.77815125,1.77815125,0,none,no
G,TSAwS,Pour,HHR.TSC,2160,0,2160,no,none,Pour,2160,3.334453751,3.334453751,0,none,no
G,TSAwS,Pour,SP.MSC,370,0,370,no,none,Pour,370,2.568201724,2.568201724,0,none,no
G,TSAwS,Pour,SP.TSC,12000,0,12000,no,none,Pour,12000,4.079181246,4.079181246,0,none,no
G,TSAwS,Pour,STSE,220,0,220,no,none,Pour,220,2.342422681,2.342422681,0,none,no
G,TSAwS,Spread,HHR.TSC,280,0,280,no,none,Spread,280,2.447158031,2.447158031,0,none,no
G,TSAwS,Spread,SP.MSC,300,7.5,300,no,no,Spread,300,2.477121255,2.477121255,7.5,no,no
G,TSAwS,Spread,SP.TSC,1420,55,1420,yes,yes,Spread,1420,3.152288344,3.152288344,55,yes,yes
G,TSAwS,Spread,STSE,0,0,0,no,none,Spread,10,1,1,0,none,no
G,TSAwS,SpreadwOverlay,HHR.TSC,560,0,560,no,none,SpreadwOverlay,560,2.748188027,2.748188027,0,none,no
G,TSAwS,SpreadwOverlay,SP.MSC,340,0,340,no,none,SpreadwOverlay,340,2.531478917,2.531478917,0,none,no
G,TSAwS,SpreadwOverlay,SP.TSC,10000,0,10000,no,none,SpreadwOverlay,10000,4,4,0,none,no
G,TSAwS,SpreadwOverlay,STSE,160,0,160,no,none,SpreadwOverlay,160,2.204119983,2.204119983,0,none,no
H,BHI,Pour,HHR.TSC,210,0,210,no,none,Pour,210,2.322219295,2.322219295,0,none,no
H,BHI,Pour,SP.MSC,170,0,170,no,none,Pour,170,2.230448921,2.230448921,0,none,no
H,BHI,Pour,SP.TSC,380,20,380,no,no,Pour,380,2.579783597,2.579783597,20,no,no
H,BHI,Pour,STSE,20,0,20,no,none,Pour,20,1.301029996,1.301029996,0,none,no
H,BHI,Spread,HHR.TSC,0,0,0,no,none,Spread,10,1,1,0,none,no
H,BHI,Spread,SP.MSC,200,0,200,no,none,Spread,200,2.301029996,2.301029996,0,none,no
H,BHI,Spread,SP.TSC,200,30,200,yes,yes,Spread,200,2.301029996,2.301029996,30,yes,yes
H,BHI,Spread,STSE,0,0,0,no,none,Spread,10,1,1,0,none,no
H,BHI,SpreadwOverlay,HHR.TSC,0,0,0,no,none,SpreadwOverlay,10,1,1,0,none,no
H,BHI,SpreadwOverlay,SP.MSC,160,0,160,no,none,SpreadwOverlay,160,2.204119983,2.204119983,0,none,no
H,BHI,SpreadwOverlay,SP.TSC,140,12.5,140,no,no,SpreadwOverlay,140,2.146128036,2.146128036,12.5,no,no
H,BHI,SpreadwOverlay,STSE,20,0,20,no,none,SpreadwOverlay,20,1.301029996,1.301029996,0,none,no
H,PCMA,Pour,HHR.TSC,100,0,100,no,none,Pour,100,2,2,0,none,no
H,PCMA,Pour,SP.MSC,100,0,100,no,none,Pour,100,2,2,0,none,no
H,PCMA,Pour,SP.TSC,80,92.5,80,yes,yes,Pour,80,1.903089987,1.903089987,92.5,yes,yes
H,PCMA,Pour,STSE,20,0,20,no,none,Pour,20,1.301029996,1.301029996,0,none,no
H,PCMA,Spread,HHR.TSC,120,0,120,no,none,Spread,120,2.079181246,2.079181246,0,none,no
H,PCMA,Spread,SP.MSC,120,0,120,no,none,Spread,120,2.079181246,2.079181246,0,none,no
H,PCMA,Spread,SP.TSC,80,27.5,80,yes,yes,Spread,80,1.903089987,1.903089987,27.5,yes,yes
H,PCMA,Spread,STSE,40,0,40,no,none,Spread,40,1.602059991,1.602059991,0,none,no
H,PCMA,SpreadwOverlay,HHR.TSC,120,0,120,no,none,SpreadwOverlay,120,2.079181246,2.079181246,0,none,no
H,PCMA,SpreadwOverlay,SP.MSC,80,0,80,no,none,SpreadwOverlay,80,1.903089987,1.903089987,0,none,no
H,PCMA,SpreadwOverlay,SP.TSC,480,0,480,no,none,SpreadwOverlay,480,2.681241237,2.681241237,0,none,no
H,PCMA,SpreadwOverlay,STSE,100,0,100,no,none,SpreadwOverlay,100,2,2,0,none,no
H,SMA,Pour,HHR.TSC,410,0,410,no,none,Pour,410,2.612783857,2.612783857,0,none,no
H,SMA,Pour,SP.MSC,80,0,80,no,none,Pour,80,1.903089987,1.903089987,0,none,no
H,SMA,Pour,SP.TSC,400,35,400,yes,yes,Pour,400,2.602059991,2.602059991,35,yes,yes
H,SMA,Pour,STSE,50,0,50,no,none,Pour,50,1.698970004,1.698970004,0,none,no
H,SMA,Spread,HHR.TSC,200,50,200,yes,yes,Spread,200,2.301029996,2.301029996,50,yes,yes
H,SMA,Spread,SP.MSC,40,0,40,no,none,Spread,40,1.602059991,1.602059991,0,none,no
H,SMA,Spread,SP.TSC,200,30,200,yes,yes,Spread,200,2.301029996,2.301029996,30,yes,yes
H,SMA,Spread,STSE,120,0,120,no,none,Spread,120,2.079181246,2.079181246,0,none,no
H,SMA,SpreadwOverlay,HHR.TSC,580,0,580,no,none,SpreadwOverlay,580,2.763427994,2.763427994,0,none,no
H,SMA,SpreadwOverlay,SP.MSC,120,0,120,no,none,SpreadwOverlay,120,2.079181246,2.079181246,0,none,no
H,SMA,SpreadwOverlay,SP.TSC,300,60,300,yes,yes,SpreadwOverlay,300,2.477121255,2.477121255,60,yes,yes
H,SMA,SpreadwOverlay,STSE,140,0,140,no,none,SpreadwOverlay,140,2.146128036,2.146128036,0,none,no
H,TSAwS,Pour,HHR.TSC,170,0,170,no,none,Pour,170,2.230448921,2.230448921,0,none,no
H,TSAwS,Pour,SP.MSC,200,0,200,no,none,Pour,200,2.301029996,2.301029996,0,none,no
H,TSAwS,Pour,SP.TSC,500,47.5,500,yes,yes,Pour,500,2.698970004,2.698970004,47.5,yes,yes
H,TSAwS,Pour,STSE,20,0,20,no,none,Pour,20,1.301029996,1.301029996,0,none,no
H,TSAwS,Spread,HHR.TSC,20,0,20,no,none,Spread,20,1.301029996,1.301029996,0,none,no
H,TSAwS,Spread,SP.MSC,100,10,100,no,no,Spread,100,2,2,10,no,no
H,TSAwS,Spread,SP.TSC,140,47.5,140,yes,yes,Spread,140,2.146128036,2.146128036,47.5,yes,yes
H,TSAwS,Spread,STSE,0,0,0,no,none,Spread,10,1,1,0,none,no
H,TSAwS,SpreadwOverlay,HHR.TSC,100,0,100,no,none,SpreadwOverlay,100,2,2,0,none,no
H,TSAwS,SpreadwOverlay,SP.MSC,140,5,140,no,no,SpreadwOverlay,140,2.146128036,2.146128036,5,no,no
H,TSAwS,SpreadwOverlay,SP.TSC,280,0,280,no,none,SpreadwOverlay,280,2.447158031,2.447158031,0,none,no
H,TSAwS,SpreadwOverlay,STSE,0,0,0,no,none,SpreadwOverlay,10,1,1,0,none,no
I,BHI,Pour,HHR.TSC,3000,0,3000,no,none,Pour,3000,3.477121255,3.477121255,0,none,no
I,BHI,Pour,SP.MSC,160,0,160,no,none,Pour,160,2.204119983,2.204119983,0,none,no
I,BHI,Pour,SP.TSC,11000,0,11000,no,none,Pour,11000,4.041392685,4.041392685,0,none,no
I,BHI,Pour,STSE,10,0,10,no,none,Pour,10,1,1,0,none,no
I,BHI,Spread,HHR.TSC,0,0,0,no,none,Spread,10,1,1,0,none,no
I,BHI,Spread,SP.MSC,120,0,120,no,none,Spread,120,2.079181246,2.079181246,0,none,no
I,BHI,Spread,SP.TSC,1180,5,1180,no,no,Spread,1180,3.071882007,3.071882007,5,no,no
I,BHI,Spread,STSE,0,0,0,no,none,Spread,10,1,1,0,none,no
I,BHI,SpreadwOverlay,HHR.TSC,140,0,140,no,none,SpreadwOverlay,140,2.146128036,2.146128036,0,none,no
I,BHI,SpreadwOverlay,SP.MSC,160,0,160,no,none,SpreadwOverlay,160,2.204119983,2.204119983,0,none,no
I,BHI,SpreadwOverlay,SP.TSC,5580,0,5580,no,none,SpreadwOverlay,5580,3.746634199,3.746634199,0,none,no
I,BHI,SpreadwOverlay,STSE,0,0,0,no,none,SpreadwOverlay,10,1,1,0,none,no
I,PCMA,Pour,HHR.TSC,38000,0,38000,no,none,Pour,38000,4.579783597,4.579783597,0,none,no
I,PCMA,Pour,SP.MSC,90,5,90,no,no,Pour,90,1.954242509,1.954242509,5,no,no
I,PCMA,Pour,SP.TSC,191000,0,191000,no,none,Pour,191000,5.281033367,5.281033367,0,none,no
I,PCMA,Pour,STSE,330,0,330,no,none,Pour,330,2.51851394,2.51851394,0,none,no
I,PCMA,Spread,HHR.TSC,20000,0,20000,no,none,Spread,20000,4.301029996,4.301029996,0,none,no
I,PCMA,Spread,SP.MSC,20,10,20,no,no,Spread,20,1.301029996,1.301029996,10,no,no
I,PCMA,Spread,SP.TSC,130000,0,130000,no,none,Spread,130000,5.113943352,5.113943352,0,none,no
I,PCMA,Spread,STSE,120,0,120,no,none,Spread,120,2.079181246,2.079181246,0,none,no
I,PCMA,SpreadwOverlay,HHR.TSC,38000,0,38000,no,none,SpreadwOverlay,38000,4.579783597,4.579783597,0,none,no
I,PCMA,SpreadwOverlay,SP.MSC,140,50,140,yes,yes,SpreadwOverlay,140,2.146128036,2.146128036,50,yes,yes
I,PCMA,SpreadwOverlay,SP.TSC,168000,0,168000,no,none,SpreadwOverlay,168000,5.225309282,5.225309282,0,none,no
I,PCMA,SpreadwOverlay,STSE,240,0,240,no,none,SpreadwOverlay,240,2.380211242,2.380211242,0,none,no
I,SMA,Pour,HHR.TSC,20000,0,20000,no,none,Pour,20000,4.301029996,4.301029996,0,none,no
I,SMA,Pour,SP.MSC,100,0,100,no,none,Pour,100,2,2,0,none,no
I,SMA,Pour,SP.TSC,91000,0,91000,no,none,Pour,91000,4.959041392,4.959041392,0,none,no
I,SMA,Pour,STSE,250,0,250,no,none,Pour,250,2.397940009,2.397940009,0,none,no
I,SMA,Spread,HHR.TSC,14000,0,14000,no,none,Spread,14000,4.146128036,4.146128036,0,none,no
I,SMA,Spread,SP.MSC,100,0,100,no,none,Spread,100,2,2,0,none,no
I,SMA,Spread,SP.TSC,90000,0,90000,no,none,Spread,90000,4.954242509,4.954242509,0,none,no
I,SMA,Spread,STSE,120,0,120,no,none,Spread,120,2.079181246,2.079181246,0,none,no
I,SMA,SpreadwOverlay,HHR.TSC,10000,0,10000,no,none,SpreadwOverlay,10000,4,4,0,none,no
I,SMA,SpreadwOverlay,SP.MSC,60,0,60,no,none,SpreadwOverlay,60,1.77815125,1.77815125,0,none,no
I,SMA,SpreadwOverlay,SP.TSC,68000,0,68000,no,none,SpreadwOverlay,68000,4.832508913,4.832508913,0,none,no
I,SMA,SpreadwOverlay,STSE,320,0,320,no,none,SpreadwOverlay,320,2.505149978,2.505149978,0,none,no
I,TSAwS,Pour,HHR.TSC,5000,0,5000,no,none,Pour,5000,3.698970004,3.698970004,0,none,no
I,TSAwS,Pour,SP.MSC,140,0,140,no,none,Pour,140,2.146128036,2.146128036,0,none,no
I,TSAwS,Pour,SP.TSC,30000,0,30000,no,none,Pour,30000,4.477121255,4.477121255,0,none,no
I,TSAwS,Pour,STSE,40,0,40,no,none,Pour,40,1.602059991,1.602059991,0,none,no
I,TSAwS,Spread,HHR.TSC,80,0,80,no,none,Spread,80,1.903089987,1.903089987,0,none,no
I,TSAwS,Spread,SP.MSC,180,15,180,no,no,Spread,180,2.255272505,2.255272505,15,no,no
I,TSAwS,Spread,SP.TSC,2580,30,2580,yes,yes,Spread,2580,3.411619706,3.411619706,30,yes,yes
I,TSAwS,Spread,STSE,0,0,0,no,none,Spread,10,1,1,0,none,no
I,TSAwS,SpreadwOverlay,HHR.TSC,820,0,820,no,none,SpreadwOverlay,820,2.913813852,2.913813852,0,none,no
I,TSAwS,SpreadwOverlay,SP.MSC,140,5,140,no,no,SpreadwOverlay,140,2.146128036,2.146128036,5,no,no
I,TSAwS,SpreadwOverlay,SP.TSC,18280,0,18280,no,none,SpreadwOverlay,18280,4.261976191,4.261976191,0,none,no
I,TSAwS,SpreadwOverlay,STSE,20,0,20,no,none,SpreadwOverlay,20,1.301029996,1.301029996,0,none,no
J,BHI,Pour,HHR.TSC,2610,0,2610,no,none,Pour,2610,3.416640507,3.416640507,0,none,no
J,BHI,Pour,SP.MSC,60,0,60,no,none,Pour,60,1.77815125,1.77815125,0,none,no
J,BHI,Pour,SP.TSC,3950,5,3950,no,no,Pour,3950,3.596597096,3.596597096,5,no,no
J,BHI,Pour,STSE,980,0,980,no,none,Pour,980,2.991226076,2.991226076,0,none,no
J,BHI,Spread,HHR.TSC,80,0,80,no,none,Spread,80,1.903089987,1.903089987,0,none,no
J,BHI,Spread,SP.MSC,120,0,120,no,none,Spread,120,2.079181246,2.079181246,0,none,no
J,BHI,Spread,SP.TSC,1320,15,1320,no,no,Spread,1320,3.120573931,3.120573931,15,no,no
J,BHI,Spread,STSE,0,0,0,no,none,Spread,10,1,1,0,none,no
J,BHI,SpreadwOverlay,HHR.TSC,20,0,20,no,none,SpreadwOverlay,20,1.301029996,1.301029996,0,none,no
J,BHI,SpreadwOverlay,SP.MSC,60,0,60,no,none,SpreadwOverlay,60,1.77815125,1.77815125,0,none,no
J,BHI,SpreadwOverlay,SP.TSC,840,0,840,no,none,SpreadwOverlay,840,2.924279286,2.924279286,0,none,no
J,BHI,SpreadwOverlay,STSE,20,0,20,no,none,SpreadwOverlay,20,1.301029996,1.301029996,0,none,no
J,PCMA,Pour,HHR.TSC,3450,0,3450,no,none,Pour,3450,3.537819095,3.537819095,0,none,no
J,PCMA,Pour,SP.MSC,40,0,40,no,none,Pour,40,1.602059991,1.602059991,0,none,no
J,PCMA,Pour,SP.TSC,3460,15,3460,no,no,Pour,3460,3.539076099,3.539076099,15,no,no
J,PCMA,Pour,STSE,1090,0,1090,no,none,Pour,1090,3.037426498,3.037426498,0,none,no
J,PCMA,Spread,HHR.TSC,1500,0,1500,no,none,Spread,1500,3.176091259,3.176091259,0,none,no
J,PCMA,Spread,SP.MSC,40,0,40,no,none,Spread,40,1.602059991,1.602059991,0,none,no
J,PCMA,Spread,SP.TSC,1740,37.5,1740,yes,yes,Spread,1740,3.240549248,3.240549248,37.5,yes,yes
J,PCMA,Spread,STSE,600,0,600,no,none,Spread,600,2.77815125,2.77815125,0,none,no
J,PCMA,SpreadwOverlay,HHR.TSC,1000,0,1000,no,none,SpreadwOverlay,1000,3,3,0,none,no
J,PCMA,SpreadwOverlay,SP.MSC,120,0,120,no,none,SpreadwOverlay,120,2.079181246,2.079181246,0,none,no
J,PCMA,SpreadwOverlay,SP.TSC,2920,0,2920,no,none,SpreadwOverlay,2920,3.465382851,3.465382851,0,none,no
J,PCMA,SpreadwOverlay,STSE,720,0,720,no,none,SpreadwOverlay,720,2.857332496,2.857332496,0,none,no
J,SMA,Pour,HHR.TSC,2530,0,2530,no,none,Pour,2530,3.403120521,3.403120521,0,none,no
J,SMA,Pour,SP.MSC,70,7.5,70,no,no,Pour,70,1.84509804,1.84509804,7.5,no,no
J,SMA,Pour,SP.TSC,260,90,260,yes,yes,Pour,260,2.414973348,2.414973348,90,yes,yes
J,SMA,Pour,STSE,860,0,860,no,none,Pour,860,2.934498451,2.934498451,0,none,no
J,SMA,Spread,HHR.TSC,880,0,880,no,none,Spread,880,2.944482672,2.944482672,0,none,no
J,SMA,Spread,SP.MSC,60,50,60,yes,yes,Spread,60,1.77815125,1.77815125,50,yes,yes
J,SMA,Spread,SP.TSC,2920,0,2920,no,none,Spread,2920,3.465382851,3.465382851,0,none,no
J,SMA,Spread,STSE,360,0,360,no,none,Spread,360,2.556302501,2.556302501,0,none,no
J,SMA,SpreadwOverlay,HHR.TSC,1560,0,1560,no,none,SpreadwOverlay,1560,3.193124598,3.193124598,0,none,no
J,SMA,SpreadwOverlay,SP.MSC,0,0,0,no,none,SpreadwOverlay,10,1,1,0,none,no
J,SMA,SpreadwOverlay,SP.TSC,2460,12.5,2460,no,no,SpreadwOverlay,2460,3.390935107,3.390935107,12.5,no,no
J,SMA,SpreadwOverlay,STSE,660,0,660,no,none,SpreadwOverlay,660,2.819543936,2.819543936,0,none,no
J,TSAwS,Pour,HHR.TSC,1220,0,1220,no,none,Pour,1220,3.086359831,3.086359831,0,none,no
J,TSAwS,Pour,SP.MSC,90,0,90,no,none,Pour,90,1.954242509,1.954242509,0,none,no
J,TSAwS,Pour,SP.TSC,3440,0,3440,no,none,Pour,3440,3.536558443,3.536558443,0,none,no
J,TSAwS,Pour,STSE,360,0,360,no,none,Pour,360,2.556302501,2.556302501,0,none,no
J,TSAwS,Spread,HHR.TSC,280,0,280,no,none,Spread,280,2.447158031,2.447158031,0,none,no
J,TSAwS,Spread,SP.MSC,80,5,80,no,no,Spread,80,1.903089987,1.903089987,5,no,no
J,TSAwS,Spread,SP.TSC,120,47.5,120,yes,yes,Spread,120,2.079181246,2.079181246,47.5,yes,yes
J,TSAwS,Spread,STSE,0,0,0,no,none,Spread,10,1,1,0,none,no
J,TSAwS,SpreadwOverlay,HHR.TSC,760,0,760,no,none,SpreadwOverlay,760,2.880813592,2.880813592,0,none,no
J,TSAwS,SpreadwOverlay,SP.MSC,60,0,60,no,none,SpreadwOverlay,60,1.77815125,1.77815125,0,none,no
J,TSAwS,SpreadwOverlay,SP.TSC,140,10,140,no,no,SpreadwOverlay,140,2.146128036,2.146128036,10,no,no
J,TSAwS,SpreadwOverlay,STSE,200,0,200,no,none,SpreadwOverlay,200,2.301029996,2.301029996,0,none,no
