"","powder","media","plating","test","mean_count","mean_spread_percent","mean_count_wNA","SPR","SPRs","temp_media","mean_count2","log_mean_count","log_mean_count_wNA","mean_spread_percent_wNA","SPRs_wNA","SPR_wNA"
"210","E","PCMA","Spread","SP.MSC",320,15,320,"no","no","Spread",320,2.50514997831991,2.50514997831991,15,"no","no"
"211","E","PCMA","Spread","SP.TSC",500,92.5,500,"yes","yes","Spread",500,2.69897000433602,2.69897000433602,92.5,"yes","yes"
"212","E","PCMA","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"213","E","PCMA","SpreadwOverlay","HHR.TSC",280,0,280,"no","none","SpreadwOverlay",280,2.44715803134222,2.44715803134222,0,"none","no"
"214","E","PCMA","SpreadwOverlay","SP.MSC",440,0,440,"no","none","SpreadwOverlay",440,2.64345267648619,2.64345267648619,0,"none","no"
"215","E","PCMA","SpreadwOverlay","SP.TSC",40,97.5,40,"yes","yes","SpreadwOverlay",40,1.60205999132796,1.60205999132796,97.5,"yes","yes"
"216","E","PCMA","SpreadwOverlay","STSE",0,0,0,"no","none","SpreadwOverlay",10,1,1,0,"none","no"
"217","E","SMA","Pour","HHR.TSC",650,0,650,"no","none","Pour",650,2.81291335664286,2.81291335664286,0,"none","no"
"218","E","SMA","Pour","SP.MSC",390,0,390,"no","none","Pour",390,2.5910646070265,2.5910646070265,0,"none","no"
"219","E","SMA","Pour","SP.TSC",2110,70,2110,"yes","yes","Pour",2110,3.32428245529769,3.32428245529769,70,"yes","yes"
"220","E","SMA","Pour","STSE",0,0,0,"no","none","Pour",5,0.698970004336019,0.698970004336019,0,"none","no"
"221","E","SMA","Spread","HHR.TSC",220,0,220,"no","none","Spread",220,2.34242268082221,2.34242268082221,0,"none","no"
"222","E","SMA","Spread","SP.MSC",340,45,340,"yes","yes","Spread",340,2.53147891704225,2.53147891704225,45,"yes","yes"
"223","E","SMA","Spread","SP.TSC",4120,45,4120,"yes","yes","Spread",4120,3.61489721603313,3.61489721603313,45,"yes","yes"
"224","E","SMA","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"225","E","SMA","SpreadwOverlay","HHR.TSC",260,0,260,"no","none","SpreadwOverlay",260,2.41497334797082,2.41497334797082,0,"none","no"
"226","E","SMA","SpreadwOverlay","SP.MSC",500,0,500,"no","none","SpreadwOverlay",500,2.69897000433602,2.69897000433602,0,"none","no"
"227","E","SMA","SpreadwOverlay","SP.TSC",3700,45,3700,"yes","yes","SpreadwOverlay",3700,3.56820172406699,3.56820172406699,45,"yes","yes"
"228","E","SMA","SpreadwOverlay","STSE",0,0,0,"no","none","SpreadwOverlay",10,1,1,0,"none","no"
"229","E","TSAwS","Pour","HHR.TSC",530,0,530,"no","none","Pour",530,2.72427586960079,2.72427586960079,0,"none","no"
"230","E","TSAwS","Pour","SP.MSC",500,0,500,"no","none","Pour",500,2.69897000433602,2.69897000433602,0,"none","no"
"231","E","TSAwS","Pour","SP.TSC",8000,0,8000,"no","none","Pour",8000,3.90308998699194,3.90308998699194,0,"none","no"
"232","E","TSAwS","Pour","STSE",0,0,0,"no","none","Pour",5,0.698970004336019,0.698970004336019,0,"none","no"
"233","E","TSAwS","Spread","HHR.TSC",40,0,40,"no","none","Spread",40,1.60205999132796,1.60205999132796,0,"none","no"
"234","E","TSAwS","Spread","SP.MSC",160,45,160,"yes","yes","Spread",160,2.20411998265592,2.20411998265592,45,"yes","yes"
"235","E","TSAwS","Spread","SP.TSC",2000,0,2000,"no","none","Spread",2000,3.30102999566398,3.30102999566398,0,"none","no"
"236","E","TSAwS","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"237","E","TSAwS","SpreadwOverlay","HHR.TSC",140,0,140,"no","none","SpreadwOverlay",140,2.14612803567824,2.14612803567824,0,"none","no"
"238","E","TSAwS","SpreadwOverlay","SP.MSC",400,0,400,"no","none","SpreadwOverlay",400,2.60205999132796,2.60205999132796,0,"none","no"
"239","E","TSAwS","SpreadwOverlay","SP.TSC",260,37.5,260,"yes","yes","SpreadwOverlay",260,2.41497334797082,2.41497334797082,37.5,"yes","yes"
"240","E","TSAwS","SpreadwOverlay","STSE",0,0,0,"no","none","SpreadwOverlay",10,1,1,0,"none","no"
"241","F","BHI","Pour","HHR.TSC",8000,0,8000,"no","none","Pour",8000,3.90308998699194,3.90308998699194,0,"none","no"
"242","F","BHI","Pour","SP.MSC",90,0,90,"no","none","Pour",90,1.95424250943932,1.95424250943932,0,"none","no"
"243","F","BHI","Pour","SP.TSC",14000,0,14000,"no","none","Pour",14000,4.14612803567824,4.14612803567824,0,"none","no"
"244","F","BHI","Pour","STSE",4070,0,4070,"no","none","Pour",4070,3.60959440922522,3.60959440922522,0,"none","no"
"245","F","BHI","Spread","HHR.TSC",1800,0,1800,"no","none","Spread",1800,3.25527250510331,3.25527250510331,0,"none","no"
"246","F","BHI","Spread","SP.MSC",120,5,120,"no","no","Spread",120,2.07918124604762,2.07918124604762,5,"no","no"
"247","F","BHI","Spread","SP.TSC",12000,0,12000,"no","none","Spread",12000,4.07918124604763,4.07918124604763,0,"none","no"
"248","F","BHI","Spread","STSE",500,0,500,"no","none","Spread",500,2.69897000433602,2.69897000433602,0,"none","no"
"249","F","BHI","SpreadwOverlay","HHR.TSC",7820,0,7820,"no","none","SpreadwOverlay",7820,3.89320675305985,3.89320675305985,0,"none","no"
"250","F","BHI","SpreadwOverlay","SP.MSC",160,0,160,"no","none","SpreadwOverlay",160,2.20411998265592,2.20411998265592,0,"none","no"
"251","F","BHI","SpreadwOverlay","SP.TSC",6400,0,6400,"no","none","SpreadwOverlay",6400,3.80617997398389,3.80617997398389,0,"none","no"
"252","F","BHI","SpreadwOverlay","STSE",1420,0,1420,"no","none","SpreadwOverlay",1420,3.15228834438306,3.15228834438306,0,"none","no"
"253","F","PCMA","Pour","HHR.TSC",22000,0,22000,"no","none","Pour",22000,4.34242268082221,4.34242268082221,0,"none","no"
"254","F","PCMA","Pour","SP.MSC",50,0,50,"no","none","Pour",50,1.69897000433602,1.69897000433602,0,"none","no"
"255","F","PCMA","Pour","SP.TSC",39000,0,39000,"no","none","Pour",39000,4.5910646070265,4.5910646070265,0,"none","no"
"256","F","PCMA","Pour","STSE",5600,0,5600,"no","none","Pour",5600,3.7481880270062,3.7481880270062,0,"none","no"
"257","F","PCMA","Spread","HHR.TSC",2620,0,2620,"no","none","Spread",2620,3.41830129131975,3.41830129131975,0,"none","no"
"258","F","PCMA","Spread","SP.MSC",20,50,20,"yes","yes","Spread",20,1.30102999566398,1.30102999566398,50,"yes","yes"
"259","F","PCMA","Spread","SP.TSC",2560,12.5,2560,"no","no","Spread",2560,3.40823996531185,3.40823996531185,12.5,"no","no"
"260","F","PCMA","Spread","STSE",2500,0,2500,"no","none","Spread",2500,3.39794000867204,3.39794000867204,0,"none","no"
"261","F","PCMA","SpreadwOverlay","HHR.TSC",3820,0,3820,"no","none","SpreadwOverlay",3820,3.58206336291171,3.58206336291171,0,"none","no"
"262","F","PCMA","SpreadwOverlay","SP.MSC",20,0,20,"no","none","SpreadwOverlay",20,1.30102999566398,1.30102999566398,0,"none","no"
"263","F","PCMA","SpreadwOverlay","SP.TSC",4520,15,4520,"no","no","SpreadwOverlay",4520,3.65513843481138,3.65513843481138,15,"no","no"
"264","F","PCMA","SpreadwOverlay","STSE",2180,0,2180,"no","none","SpreadwOverlay",2180,3.3384564936046,3.3384564936046,0,"none","no"
"265","F","SMA","Pour","HHR.TSC",6530,0,6530,"no","none","Pour",6530,3.81491318127507,3.81491318127507,0,"none","no"
"266","F","SMA","Pour","SP.MSC",60,0,60,"no","none","Pour",60,1.77815125038364,1.77815125038364,0,"none","no"
"267","F","SMA","Pour","SP.TSC",5000,0,5000,"no","none","Pour",5000,3.69897000433602,3.69897000433602,0,"none","no"
"268","F","SMA","Pour","STSE",2300,0,2300,"no","none","Pour",2300,3.36172783601759,3.36172783601759,0,"none","no"
"269","F","SMA","Spread","HHR.TSC",3840,0,3840,"no","none","Spread",3840,3.58433122436753,3.58433122436753,0,"none","no"
"270","F","SMA","Spread","SP.MSC",40,0,40,"no","none","Spread",40,1.60205999132796,1.60205999132796,0,"none","no"
"271","F","SMA","Spread","SP.TSC",3520,10,3520,"no","no","Spread",3520,3.54654266347813,3.54654266347813,10,"no","no"
"272","F","SMA","Spread","STSE",1700,0,1700,"no","none","Spread",1700,3.23044892137827,3.23044892137827,0,"none","no"
"273","F","SMA","SpreadwOverlay","HHR.TSC",5440,0,5440,"no","none","SpreadwOverlay",5440,3.73559889969818,3.73559889969818,0,"none","no"
"274","F","SMA","SpreadwOverlay","SP.MSC",80,0,80,"no","none","SpreadwOverlay",80,1.90308998699194,1.90308998699194,0,"none","no"
"275","F","SMA","SpreadwOverlay","SP.TSC",7160,0,7160,"no","none","SpreadwOverlay",7160,3.85491302230786,3.85491302230786,0,"none","no"
"276","F","SMA","SpreadwOverlay","STSE",1580,0,1580,"no","none","SpreadwOverlay",1580,3.19865708695442,3.19865708695442,0,"none","no"
"277","F","TSAwS","Pour","HHR.TSC",8000,0,8000,"no","none","Pour",8000,3.90308998699194,3.90308998699194,0,"none","no"
"278","F","TSAwS","Pour","SP.MSC",170,0,170,"no","none","Pour",170,2.23044892137827,2.23044892137827,0,"none","no"
"279","F","TSAwS","Pour","SP.TSC",13000,0,13000,"no","none","Pour",13000,4.11394335230684,4.11394335230684,0,"none","no"
"280","F","TSAwS","Pour","STSE",1800,0,1800,"no","none","Pour",1800,3.25527250510331,3.25527250510331,0,"none","no"
"281","F","TSAwS","Spread","HHR.TSC",4960,0,4960,"no","none","Spread",4960,3.6954816764902,3.6954816764902,0,"none","no"
"282","F","TSAwS","Spread","SP.MSC",100,0,100,"no","none","Spread",100,2,2,0,"none","no"
"283","F","TSAwS","Spread","SP.TSC",1680,0,1680,"no","none","Spread",1680,3.22530928172586,3.22530928172586,0,"none","no"
"284","F","TSAwS","Spread","STSE",660,0,660,"no","none","Spread",660,2.81954393554187,2.81954393554187,0,"none","no"
"285","F","TSAwS","SpreadwOverlay","HHR.TSC",4220,0,4220,"no","none","SpreadwOverlay",4220,3.62531245096167,3.62531245096167,0,"none","no"
"286","F","TSAwS","SpreadwOverlay","SP.MSC",160,0,160,"no","none","SpreadwOverlay",160,2.20411998265592,2.20411998265592,0,"none","no"
"287","F","TSAwS","SpreadwOverlay","SP.TSC",2900,10,2900,"no","no","SpreadwOverlay",2900,3.46239799789896,3.46239799789896,10,"no","no"
"288","F","TSAwS","SpreadwOverlay","STSE",3540,0,3540,"no","none","SpreadwOverlay",3540,3.54900326202579,3.54900326202579,0,"none","no"
"289","G","BHI","Pour","HHR.TSC",1740,0,1740,"no","none","Pour",1740,3.2405492482826,3.2405492482826,0,"none","no"
"290","G","BHI","Pour","SP.MSC",420,0,420,"no","none","Pour",420,2.6232492903979,2.6232492903979,0,"none","no"
"291","G","BHI","Pour","SP.TSC",5000,0,5000,"no","none","Pour",5000,3.69897000433602,3.69897000433602,0,"none","no"
"292","G","BHI","Pour","STSE",380,0,380,"no","none","Pour",380,2.57978359661681,2.57978359661681,0,"none","no"
"293","G","BHI","Spread","HHR.TSC",20,0,20,"no","none","Spread",20,1.30102999566398,1.30102999566398,0,"none","no"
"294","G","BHI","Spread","SP.MSC",340,7.5,340,"no","no","Spread",340,2.53147891704225,2.53147891704225,7.5,"no","no"
"295","G","BHI","Spread","SP.TSC",600,20,600,"no","no","Spread",600,2.77815125038364,2.77815125038364,20,"no","no"
"296","G","BHI","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"297","G","BHI","SpreadwOverlay","HHR.TSC",20,0,20,"no","none","SpreadwOverlay",20,1.30102999566398,1.30102999566398,0,"none","no"
"298","G","BHI","SpreadwOverlay","SP.MSC",460,0,460,"no","none","SpreadwOverlay",460,2.66275783168157,2.66275783168157,0,"none","no"
"299","G","BHI","SpreadwOverlay","SP.TSC",2780,0,2780,"no","none","SpreadwOverlay",2780,3.44404479591808,3.44404479591808,0,"none","no"
"300","G","BHI","SpreadwOverlay","STSE",0,0,0,"no","none","SpreadwOverlay",10,1,1,0,"none","no"
"301","G","PCMA","Pour","HHR.TSC",3390,0,3390,"no","none","Pour",3390,3.53019969820308,3.53019969820308,0,"none","no"
"302","G","PCMA","Pour","SP.MSC",200,0,200,"no","none","Pour",200,2.30102999566398,2.30102999566398,0,"none","no"
"303","G","PCMA","Pour","SP.TSC",56000,0,56000,"no","none","Pour",56000,4.7481880270062,4.7481880270062,0,"none","no"
"304","G","PCMA","Pour","STSE",730,0,730,"no","none","Pour",730,2.86332286012046,2.86332286012046,0,"none","no"
"305","G","PCMA","Spread","HHR.TSC",1320,0,1320,"no","none","Spread",1320,3.12057393120585,3.12057393120585,0,"none","no"
"306","G","PCMA","Spread","SP.MSC",140,0,140,"no","none","Spread",140,2.14612803567824,2.14612803567824,0,"none","no"
"307","G","PCMA","Spread","SP.TSC",58000,0,58000,"no","none","Spread",58000,4.76342799356294,4.76342799356294,0,"none","no"
"308","G","PCMA","Spread","STSE",120,0,120,"no","none","Spread",120,2.07918124604762,2.07918124604762,0,"none","no"
"309","G","PCMA","SpreadwOverlay","HHR.TSC",960,0,960,"no","none","SpreadwOverlay",960,2.98227123303957,2.98227123303957,0,"none","no"
"310","G","PCMA","SpreadwOverlay","SP.MSC",60,0,60,"no","none","SpreadwOverlay",60,1.77815125038364,1.77815125038364,0,"none","no"
"311","G","PCMA","SpreadwOverlay","SP.TSC",34000,0,34000,"no","none","SpreadwOverlay",34000,4.53147891704226,4.53147891704226,0,"none","no"
"312","G","PCMA","SpreadwOverlay","STSE",60,0,60,"no","none","SpreadwOverlay",60,1.77815125038364,1.77815125038364,0,"none","no"
"313","G","SMA","Pour","HHR.TSC",1700,0,1700,"no","none","Pour",1700,3.23044892137827,3.23044892137827,0,"none","no"
"314","G","SMA","Pour","SP.MSC",200,0,200,"no","none","Pour",200,2.30102999566398,2.30102999566398,0,"none","no"
"315","G","SMA","Pour","SP.TSC",41000,0,41000,"no","none","Pour",41000,4.61278385671974,4.61278385671974,0,"none","no"
"316","G","SMA","Pour","STSE",110,0,110,"no","none","Pour",110,2.04139268515822,2.04139268515822,0,"none","no"
"317","G","SMA","Spread","HHR.TSC",1020,0,1020,"no","none","Spread",1020,3.00860017176192,3.00860017176192,0,"none","no"
"318","G","SMA","Spread","SP.MSC",80,0,80,"no","none","Spread",80,1.90308998699194,1.90308998699194,0,"none","no"
"319","G","SMA","Spread","SP.TSC",14000,0,14000,"no","none","Spread",14000,4.14612803567824,4.14612803567824,0,"none","no"
"320","G","SMA","Spread","STSE",60,0,60,"no","none","Spread",60,1.77815125038364,1.77815125038364,0,"none","no"
"321","G","SMA","SpreadwOverlay","HHR.TSC",2920,0,2920,"no","none","SpreadwOverlay",2920,3.46538285144842,3.46538285144842,0,"none","no"
"322","G","SMA","SpreadwOverlay","SP.MSC",100,0,100,"no","none","SpreadwOverlay",100,2,2,0,"none","no"
"323","G","SMA","SpreadwOverlay","SP.TSC",20000,0,20000,"no","none","SpreadwOverlay",20000,4.30102999566398,4.30102999566398,0,"none","no"
"324","G","SMA","SpreadwOverlay","STSE",60,0,60,"no","none","SpreadwOverlay",60,1.77815125038364,1.77815125038364,0,"none","no"
"325","G","TSAwS","Pour","HHR.TSC",2160,0,2160,"no","none","Pour",2160,3.33445375115093,3.33445375115093,0,"none","no"
"326","G","TSAwS","Pour","SP.MSC",370,0,370,"no","none","Pour",370,2.56820172406699,2.56820172406699,0,"none","no"
"327","G","TSAwS","Pour","SP.TSC",12000,0,12000,"no","none","Pour",12000,4.07918124604763,4.07918124604763,0,"none","no"
"328","G","TSAwS","Pour","STSE",220,0,220,"no","none","Pour",220,2.34242268082221,2.34242268082221,0,"none","no"
"329","G","TSAwS","Spread","HHR.TSC",280,0,280,"no","none","Spread",280,2.44715803134222,2.44715803134222,0,"none","no"
"330","G","TSAwS","Spread","SP.MSC",300,7.5,300,"no","no","Spread",300,2.47712125471966,2.47712125471966,7.5,"no","no"
"331","G","TSAwS","Spread","SP.TSC",1420,55,1420,"yes","yes","Spread",1420,3.15228834438306,3.15228834438306,55,"yes","yes"
"332","G","TSAwS","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"333","G","TSAwS","SpreadwOverlay","HHR.TSC",560,0,560,"no","none","SpreadwOverlay",560,2.7481880270062,2.7481880270062,0,"none","no"
"334","G","TSAwS","SpreadwOverlay","SP.MSC",340,0,340,"no","none","SpreadwOverlay",340,2.53147891704225,2.53147891704225,0,"none","no"
"335","G","TSAwS","SpreadwOverlay","SP.TSC",10000,0,10000,"no","none","SpreadwOverlay",10000,4,4,0,"none","no"
"336","G","TSAwS","SpreadwOverlay","STSE",160,0,160,"no","none","SpreadwOverlay",160,2.20411998265592,2.20411998265592,0,"none","no"
"337","H","BHI","Pour","HHR.TSC",210,0,210,"no","none","Pour",210,2.32221929473392,2.32221929473392,0,"none","no"
"338","H","BHI","Pour","SP.MSC",170,0,170,"no","none","Pour",170,2.23044892137827,2.23044892137827,0,"none","no"
"339","H","BHI","Pour","SP.TSC",380,20,380,"no","no","Pour",380,2.57978359661681,2.57978359661681,20,"no","no"
"340","H","BHI","Pour","STSE",20,0,20,"no","none","Pour",20,1.30102999566398,1.30102999566398,0,"none","no"
"341","H","BHI","Spread","HHR.TSC",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"342","H","BHI","Spread","SP.MSC",200,0,200,"no","none","Spread",200,2.30102999566398,2.30102999566398,0,"none","no"
"343","H","BHI","Spread","SP.TSC",200,30,200,"yes","yes","Spread",200,2.30102999566398,2.30102999566398,30,"yes","yes"
"344","H","BHI","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"345","H","BHI","SpreadwOverlay","HHR.TSC",0,0,0,"no","none","SpreadwOverlay",10,1,1,0,"none","no"
"346","H","BHI","SpreadwOverlay","SP.MSC",160,0,160,"no","none","SpreadwOverlay",160,2.20411998265592,2.20411998265592,0,"none","no"
"347","H","BHI","SpreadwOverlay","SP.TSC",140,12.5,140,"no","no","SpreadwOverlay",140,2.14612803567824,2.14612803567824,12.5,"no","no"
"348","H","BHI","SpreadwOverlay","STSE",20,0,20,"no","none","SpreadwOverlay",20,1.30102999566398,1.30102999566398,0,"none","no"
"349","H","PCMA","Pour","HHR.TSC",100,0,100,"no","none","Pour",100,2,2,0,"none","no"
"350","H","PCMA","Pour","SP.MSC",100,0,100,"no","none","Pour",100,2,2,0,"none","no"
"351","H","PCMA","Pour","SP.TSC",80,92.5,80,"yes","yes","Pour",80,1.90308998699194,1.90308998699194,92.5,"yes","yes"
"352","H","PCMA","Pour","STSE",20,0,20,"no","none","Pour",20,1.30102999566398,1.30102999566398,0,"none","no"
"353","H","PCMA","Spread","HHR.TSC",120,0,120,"no","none","Spread",120,2.07918124604762,2.07918124604762,0,"none","no"
"354","H","PCMA","Spread","SP.MSC",120,0,120,"no","none","Spread",120,2.07918124604762,2.07918124604762,0,"none","no"
"355","H","PCMA","Spread","SP.TSC",80,27.5,80,"yes","yes","Spread",80,1.90308998699194,1.90308998699194,27.5,"yes","yes"
"356","H","PCMA","Spread","STSE",40,0,40,"no","none","Spread",40,1.60205999132796,1.60205999132796,0,"none","no"
"357","H","PCMA","SpreadwOverlay","HHR.TSC",120,0,120,"no","none","SpreadwOverlay",120,2.07918124604762,2.07918124604762,0,"none","no"
"358","H","PCMA","SpreadwOverlay","SP.MSC",80,0,80,"no","none","SpreadwOverlay",80,1.90308998699194,1.90308998699194,0,"none","no"
"359","H","PCMA","SpreadwOverlay","SP.TSC",480,0,480,"no","none","SpreadwOverlay",480,2.68124123737559,2.68124123737559,0,"none","no"
"360","H","PCMA","SpreadwOverlay","STSE",100,0,100,"no","none","SpreadwOverlay",100,2,2,0,"none","no"
"361","H","SMA","Pour","HHR.TSC",410,0,410,"no","none","Pour",410,2.61278385671974,2.61278385671974,0,"none","no"
"362","H","SMA","Pour","SP.MSC",80,0,80,"no","none","Pour",80,1.90308998699194,1.90308998699194,0,"none","no"
"363","H","SMA","Pour","SP.TSC",400,35,400,"yes","yes","Pour",400,2.60205999132796,2.60205999132796,35,"yes","yes"
"364","H","SMA","Pour","STSE",50,0,50,"no","none","Pour",50,1.69897000433602,1.69897000433602,0,"none","no"
"365","H","SMA","Spread","HHR.TSC",200,50,200,"yes","yes","Spread",200,2.30102999566398,2.30102999566398,50,"yes","yes"
"366","H","SMA","Spread","SP.MSC",40,0,40,"no","none","Spread",40,1.60205999132796,1.60205999132796,0,"none","no"
"367","H","SMA","Spread","SP.TSC",200,30,200,"yes","yes","Spread",200,2.30102999566398,2.30102999566398,30,"yes","yes"
"368","H","SMA","Spread","STSE",120,0,120,"no","none","Spread",120,2.07918124604762,2.07918124604762,0,"none","no"
"369","H","SMA","SpreadwOverlay","HHR.TSC",580,0,580,"no","none","SpreadwOverlay",580,2.76342799356294,2.76342799356294,0,"none","no"
"370","H","SMA","SpreadwOverlay","SP.MSC",120,0,120,"no","none","SpreadwOverlay",120,2.07918124604762,2.07918124604762,0,"none","no"
"371","H","SMA","SpreadwOverlay","SP.TSC",300,60,300,"yes","yes","SpreadwOverlay",300,2.47712125471966,2.47712125471966,60,"yes","yes"
"372","H","SMA","SpreadwOverlay","STSE",140,0,140,"no","none","SpreadwOverlay",140,2.14612803567824,2.14612803567824,0,"none","no"
"373","H","TSAwS","Pour","HHR.TSC",170,0,170,"no","none","Pour",170,2.23044892137827,2.23044892137827,0,"none","no"
"374","H","TSAwS","Pour","SP.MSC",200,0,200,"no","none","Pour",200,2.30102999566398,2.30102999566398,0,"none","no"
"375","H","TSAwS","Pour","SP.TSC",500,47.5,500,"yes","yes","Pour",500,2.69897000433602,2.69897000433602,47.5,"yes","yes"
"376","H","TSAwS","Pour","STSE",20,0,20,"no","none","Pour",20,1.30102999566398,1.30102999566398,0,"none","no"
"377","H","TSAwS","Spread","HHR.TSC",20,0,20,"no","none","Spread",20,1.30102999566398,1.30102999566398,0,"none","no"
"378","H","TSAwS","Spread","SP.MSC",100,10,100,"no","no","Spread",100,2,2,10,"no","no"
"379","H","TSAwS","Spread","SP.TSC",140,47.5,140,"yes","yes","Spread",140,2.14612803567824,2.14612803567824,47.5,"yes","yes"
"380","H","TSAwS","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"381","H","TSAwS","SpreadwOverlay","HHR.TSC",100,0,100,"no","none","SpreadwOverlay",100,2,2,0,"none","no"
"382","H","TSAwS","SpreadwOverlay","SP.MSC",140,5,140,"no","no","SpreadwOverlay",140,2.14612803567824,2.14612803567824,5,"no","no"
"383","H","TSAwS","SpreadwOverlay","SP.TSC",280,0,280,"no","none","SpreadwOverlay",280,2.44715803134222,2.44715803134222,0,"none","no"
"384","H","TSAwS","SpreadwOverlay","STSE",0,0,0,"no","none","SpreadwOverlay",10,1,1,0,"none","no"
"385","I","BHI","Pour","HHR.TSC",3000,0,3000,"no","none","Pour",3000,3.47712125471966,3.47712125471966,0,"none","no"
"386","I","BHI","Pour","SP.MSC",160,0,160,"no","none","Pour",160,2.20411998265592,2.20411998265592,0,"none","no"
"387","I","BHI","Pour","SP.TSC",11000,0,11000,"no","none","Pour",11000,4.04139268515823,4.04139268515823,0,"none","no"
"388","I","BHI","Pour","STSE",10,0,10,"no","none","Pour",10,1,1,0,"none","no"
"389","I","BHI","Spread","HHR.TSC",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"390","I","BHI","Spread","SP.MSC",120,0,120,"no","none","Spread",120,2.07918124604762,2.07918124604762,0,"none","no"
"391","I","BHI","Spread","SP.TSC",1180,5,1180,"no","no","Spread",1180,3.07188200730613,3.07188200730613,5,"no","no"
"392","I","BHI","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"393","I","BHI","SpreadwOverlay","HHR.TSC",140,0,140,"no","none","SpreadwOverlay",140,2.14612803567824,2.14612803567824,0,"none","no"
"394","I","BHI","SpreadwOverlay","SP.MSC",160,0,160,"no","none","SpreadwOverlay",160,2.20411998265592,2.20411998265592,0,"none","no"
"395","I","BHI","SpreadwOverlay","SP.TSC",5580,0,5580,"no","none","SpreadwOverlay",5580,3.74663419893758,3.74663419893758,0,"none","no"
"396","I","BHI","SpreadwOverlay","STSE",0,0,0,"no","none","SpreadwOverlay",10,1,1,0,"none","no"
"397","I","PCMA","Pour","HHR.TSC",38000,0,38000,"no","none","Pour",38000,4.57978359661681,4.57978359661681,0,"none","no"
"398","I","PCMA","Pour","SP.MSC",90,5,90,"no","no","Pour",90,1.95424250943932,1.95424250943932,5,"no","no"
"399","I","PCMA","Pour","SP.TSC",191000,0,191000,"no","none","Pour",191000,5.28103336724773,5.28103336724773,0,"none","no"
"400","I","PCMA","Pour","STSE",330,0,330,"no","none","Pour",330,2.51851393987789,2.51851393987789,0,"none","no"
"401","I","PCMA","Spread","HHR.TSC",20000,0,20000,"no","none","Spread",20000,4.30102999566398,4.30102999566398,0,"none","no"
"402","I","PCMA","Spread","SP.MSC",20,10,20,"no","no","Spread",20,1.30102999566398,1.30102999566398,10,"no","no"
"403","I","PCMA","Spread","SP.TSC",130000,0,130000,"no","none","Spread",130000,5.11394335230684,5.11394335230684,0,"none","no"
"404","I","PCMA","Spread","STSE",120,0,120,"no","none","Spread",120,2.07918124604762,2.07918124604762,0,"none","no"
"405","I","PCMA","SpreadwOverlay","HHR.TSC",38000,0,38000,"no","none","SpreadwOverlay",38000,4.57978359661681,4.57978359661681,0,"none","no"
"406","I","PCMA","SpreadwOverlay","SP.MSC",140,50,140,"yes","yes","SpreadwOverlay",140,2.14612803567824,2.14612803567824,50,"yes","yes"
"407","I","PCMA","SpreadwOverlay","SP.TSC",168000,0,168000,"no","none","SpreadwOverlay",168000,5.22530928172586,5.22530928172586,0,"none","no"
"408","I","PCMA","SpreadwOverlay","STSE",240,0,240,"no","none","SpreadwOverlay",240,2.38021124171161,2.38021124171161,0,"none","no"
"409","I","SMA","Pour","HHR.TSC",20000,0,20000,"no","none","Pour",20000,4.30102999566398,4.30102999566398,0,"none","no"
"410","I","SMA","Pour","SP.MSC",100,0,100,"no","none","Pour",100,2,2,0,"none","no"
"411","I","SMA","Pour","SP.TSC",91000,0,91000,"no","none","Pour",91000,4.95904139232109,4.95904139232109,0,"none","no"
"412","I","SMA","Pour","STSE",250,0,250,"no","none","Pour",250,2.39794000867204,2.39794000867204,0,"none","no"
"413","I","SMA","Spread","HHR.TSC",14000,0,14000,"no","none","Spread",14000,4.14612803567824,4.14612803567824,0,"none","no"
"414","I","SMA","Spread","SP.MSC",100,0,100,"no","none","Spread",100,2,2,0,"none","no"
"415","I","SMA","Spread","SP.TSC",90000,0,90000,"no","none","Spread",90000,4.95424250943933,4.95424250943933,0,"none","no"
"416","I","SMA","Spread","STSE",120,0,120,"no","none","Spread",120,2.07918124604762,2.07918124604762,0,"none","no"
"417","I","SMA","SpreadwOverlay","HHR.TSC",10000,0,10000,"no","none","SpreadwOverlay",10000,4,4,0,"none","no"
"418","I","SMA","SpreadwOverlay","SP.MSC",60,0,60,"no","none","SpreadwOverlay",60,1.77815125038364,1.77815125038364,0,"none","no"
"419","I","SMA","SpreadwOverlay","SP.TSC",68000,0,68000,"no","none","SpreadwOverlay",68000,4.83250891270624,4.83250891270624,0,"none","no"
"420","I","SMA","SpreadwOverlay","STSE",320,0,320,"no","none","SpreadwOverlay",320,2.50514997831991,2.50514997831991,0,"none","no"
"421","I","TSAwS","Pour","HHR.TSC",5000,0,5000,"no","none","Pour",5000,3.69897000433602,3.69897000433602,0,"none","no"
